meanRF,meanNRF,HighSupportCladesProp,RFConsensus,NRFConsensus,CladeRecoveryConsensus,RFMCC,NRFMCC,CladeRecoveryMCC,likelihoodESS,priorESS,jointESS,tier,ZIP,leaves,independent_sites
4.28996778135763,0.306426270096973,0.666666666666667,3,0.214285714285714,0.7,4,0.285714285714286,0.7,9000.99999999999,9001.00000000001,9001.0,2,"ZIP(0.5, 6.0)",10,200
3.20453282968559,0.228895202120399,0.777777777777778,3,0.214285714285714,0.7,4,0.285714285714286,0.7,8931.19677149032,9001.00000000003,8804.17011671663,3,"ZIP(0.5, 6.0)",10,200
7.16653705143873,0.511895503674195,0.555555555555556,5,0.357142857142857,0.5,6,0.428571428571429,0.6,8673.0863055505,9001.00000000002,8487.8476150602,4,"ZIP(0.5, 6.0)",10,200
6.08554605043884,0.434681860745631,0.555555555555556,3,0.214285714285714,0.6,4,0.285714285714286,0.7,9001.00000000003,8599.86239489643,9000.99999999996,2,"ZIP(0.7, 10.0)",10,200
4.54682813020775,0.324773437871982,0.75,3,0.214285714285714,0.7,4,0.285714285714286,0.7,9000.99999999999,9001.00000000005,9001.0,3,"ZIP(0.7, 10.0)",10,200
9.68603488501278,0.69185963464377,0.444444444444444,9,0.642857142857143,0.4,10,0.714285714285714,0.4,9001.00000000007,9001.00000000001,9000.99999999999,4,"ZIP(0.7, 10.0)",10,200
6.74036218197978,0.481454441569984,0.666666666666667,5,0.357142857142857,0.6,6,0.428571428571429,0.6,9000.99999999999,9001.00000000002,9000.99999999998,2,"ZIP(0.9, 30.0)",10,200
5.38029107876903,0.384306505626359,0.666666666666667,4,0.285714285714286,0.6,4,0.285714285714286,0.7,8198.24930395536,9000.99999999994,8546.75553583519,3,"ZIP(0.9, 30.0)",10,200
9.44561715364959,0.6746869395464,0.444444444444444,7,0.5,0.4,10,0.714285714285714,0.4,9556.21094235767,8605.61015121022,9436.77982833854,4,"ZIP(0.9, 30.0)",10,200
11.3329630041107,0.809497357436475,0.111111111111111,6,0.428571428571429,0.2,10,0.714285714285714,0.3,8297.89464712014,6310.6999427352,6596.98314536615,1,independent,10,10
9.3042995222753,0.664592823019664,0.111111111111111,6,0.428571428571429,0.2,4,0.285714285714286,0.7,7797.65854551861,6227.32752620626,6270.99619876848,2,"ZIP(0.2, 3.75)",10,10
6.62504166203755,0.473217261574111,0.222222222222222,4,0.285714285714286,0.4,4,0.285714285714286,0.6,9001.00000000002,8680.40684658067,8471.36859193207,3,"ZIP(0.2, 3.75)",10,10
5.99911120986557,0.428507943561826,0.555555555555556,5,0.357142857142857,0.6,6,0.428571428571429,0.6,9001.00000000003,8517.0457590628,8695.55277671461,4,"ZIP(0.2, 3.75)",10,10
13.5204977224753,0.965749837319663,0.111111111111111,7,0.5,0.1,14,1.0,0.1,8702.48963970566,8019.95458948178,7923.5557885984,2,"ZIP(0.5, 6.0)",10,10
